"GEO_ID","NAME","B14007_001E","B14007_001M","B14007_002E","B14007_002M","B14007_003E","B14007_003M","B14007_004E","B14007_004M","B14007_005E","B14007_005M","B14007_006E","B14007_006M","B14007_007E","B14007_007M","B14007_008E","B14007_008M","B14007_009E","B14007_009M","B14007_010E","B14007_010M","B14007_011E","B14007_011M","B14007_012E","B14007_012M","B14007_013E","B14007_013M","B14007_014E","B14007_014M","B14007_015E","B14007_015M","B14007_016E","B14007_016M","B14007_017E","B14007_017M","B14007_018E","B14007_018M","B14007_019E","B14007_019M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Enrolled in school:","Margin of Error!!Total:!!Enrolled in school:","Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in kindergarten","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 1","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 2","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 2","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 3","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 3","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 4","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 4","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 5","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 6","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 6","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 7","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 7","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 8","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 8","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 9","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 9","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 10","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 10","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 11","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 11","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 12","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 12","Estimate!!Total:!!Enrolled in school:!!Enrolled in college, undergraduate years","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in college, undergraduate years","Estimate!!Total:!!Enrolled in school:!!Graduate or professional school","Margin of Error!!Total:!!Enrolled in school:!!Graduate or professional school","Estimate!!Total:!!Not enrolled in school","Margin of Error!!Total:!!Not enrolled in school"
"1500000US550250013001","Block Group 1, Census Tract 13, Dane County, Wisconsin","1784","193","390","82","35","24","12","13","6","10","68","57","11","14","39","26","10","15","8","12","21","18","24","27","14","17","0","9","13","16","22","18","47","47","60","40","1394","193"
"1500000US550250013002","Block Group 2, Census Tract 13, Dane County, Wisconsin","693","133","174","72","0","9","0","9","11","17","11","17","0","9","11","17","0","9","0","9","0","9","0","9","0","9","0","9","0","9","6","8","70","50","65","51","519","106"
"1500000US550250014011","Block Group 1, Census Tract 14.01, Dane County, Wisconsin","1848","454","464","225","0","9","51","62","0","9","13","22","0","9","14","23","0","9","0","9","49","60","50","76","0","9","45","64","0","9","0","9","170","123","72","67","1384","331"
"1500000US550250014012","Block Group 2, Census Tract 14.01, Dane County, Wisconsin","1618","738","697","369","0","9","44","54","0","9","92","81","13","22","0","9","42","53","62","85","37","58","13","21","0","9","52","70","52","75","22","39","148","165","120","67","921","455"
"1500000US550250014013","Block Group 3, Census Tract 14.01, Dane County, Wisconsin","2155","668","737","358","0","9","71","88","58","91","13","22","58","90","60","55","0","9","48","49","0","9","131","109","17","29","110","96","35","54","0","9","125","100","11","19","1418","463"
"1500000US550250014014","Block Group 4, Census Tract 14.01, Dane County, Wisconsin","806","289","211","129","0","9","0","9","5","12","12","19","4","12","14","25","57","50","29","33","0","9","0","9","12","21","0","9","15","27","0","9","27","29","36","55","595","237"
"1500000US550250014021","Block Group 1, Census Tract 14.02, Dane County, Wisconsin","1247","424","338","217","0","9","40","58","0","9","38","56","22","36","9","16","0","9","0","9","0","9","59","68","22","36","18","30","40","52","15","24","35","60","40","48","909","272"
"1500000US550250014022","Block Group 2, Census Tract 14.02, Dane County, Wisconsin","543","201","60","67","0","9","13","20","12","19","0","9","0","9","23","39","0","9","0","9","0","9","0","9","0","9","0","9","0","9","12","18","0","9","0","9","483","173"
"1500000US550250014023","Block Group 3, Census Tract 14.02, Dane County, Wisconsin","2180","455","763","248","105","111","50","59","58","63","10","28","13","23","106","114","70","66","10","29","50","59","0","9","82","87","0","9","88","86","42","59","0","9","79","83","1417","382"
"1500000US550250014024","Block Group 4, Census Tract 14.02, Dane County, Wisconsin","640","263","94","74","0","9","0","9","0","9","22","36","0","9","0","9","26","30","0","9","0","9","0","9","0","9","0","9","17","21","0","9","6","11","23","38","546","243"
"1500000US550250014031","Block Group 1, Census Tract 14.03, Dane County, Wisconsin","2861","401","802","241","17","29","104","63","21","32","107","87","19","31","36","43","20","32","0","9","71","79","36","40","34","37","38","44","36","40","52","51","99","81","112","60","2059","264"
"1500000US550250014032","Block Group 2, Census Tract 14.03, Dane County, Wisconsin","2540","498","781","324","49","70","37","62","0","9","0","9","48","70","0","9","96","104","0","9","56","75","129","91","0","9","89","68","105","107","0","9","157","129","15","24","1759","347"
"1500000US550250014033","Block Group 3, Census Tract 14.03, Dane County, Wisconsin","3272","466","616","286","72","64","79","73","0","9","18","28","0","9","0","9","0","9","0","9","18","29","0","9","0","9","0","9","0","9","0","9","197","117","232","232","2656","399"
"1500000US550250015011","Block Group 1, Census Tract 15.01, Dane County, Wisconsin","1173","184","257","69","24","23","6","8","24","16","22","29","9","10","0","9","12","18","0","9","35","27","0","9","2","6","12","13","0","9","26","24","73","45","12","13","916","153"
"1500000US550250015012","Block Group 2, Census Tract 15.01, Dane County, Wisconsin","548","111","51","38","4","8","0","9","0","9","0","9","4","7","0","9","5","7","0","9","4","7","3","6","4","7","3","5","3","6","3","6","0","9","18","27","497","97"
"1500000US550250015021","Block Group 1, Census Tract 15.02, Dane County, Wisconsin","910","301","139","145","53","82","0","9","0","9","0","9","46","73","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","40","39","0","9","771","236"
"1500000US550250015022","Block Group 2, Census Tract 15.02, Dane County, Wisconsin","779","262","101","58","11","19","0","9","0","9","0","9","0","9","0","9","0","9","0","9","35","43","0","9","0","9","20","31","0","9","0","9","21","38","14","25","678","228"
"1500000US550250015023","Block Group 3, Census Tract 15.02, Dane County, Wisconsin","2698","423","788","316","124","125","50","55","20","36","51","64","57","58","0","9","55","61","132","126","15","27","0","9","53","50","28","46","0","9","14","22","189","152","0","9","1910","267"
"1500000US550250016031","Block Group 1, Census Tract 16.03, Dane County, Wisconsin","3346","688","2938","678","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","2648","690","290","218","408","263"
"1500000US550250016032","Block Group 2, Census Tract 16.03, Dane County, Wisconsin","1771","383","1661","384","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","1616","387","45","29","110","65"
"1500000US550250016041","Block Group 1, Census Tract 16.04, Dane County, Wisconsin","845","186","702","189","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","652","175","50","78","143","83"
"1500000US550250016042","Block Group 2, Census Tract 16.04, Dane County, Wisconsin","1465","726","1150","710","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","1042","715","108","57","315","132"
"1500000US550250016043","Block Group 3, Census Tract 16.04, Dane County, Wisconsin","1746","521","1539","540","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","1412","511","127","105","207","122"
"1500000US550250016044","Block Group 4, Census Tract 16.04, Dane County, Wisconsin","2168","567","2038","563","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","1925","538","113","103","130","101"
"1500000US550250016051","Block Group 1, Census Tract 16.05, Dane County, Wisconsin","1742","534","1009","493","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","709","461","300","97","733","126"
"1500000US550250016052","Block Group 2, Census Tract 16.05, Dane County, Wisconsin","1522","284","470","261","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","10","14","0","9","0","9","313","256","147","53","1052","208"
"1500000US550250016061","Block Group 1, Census Tract 16.06, Dane County, Wisconsin","1721","301","1112","289","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","957","276","155","69","609","196"
"1500000US550250016062","Block Group 2, Census Tract 16.06, Dane County, Wisconsin","2347","562","1826","522","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","13","20","9","14","9","16","1561","526","234","118","521","224"
"1500000US550250016063","Block Group 3, Census Tract 16.06, Dane County, Wisconsin","1219","176","1219","176","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","1210","177","9","18","0","9"
"1500000US550250016064","Block Group 4, Census Tract 16.06, Dane County, Wisconsin","2382","190","2382","190","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","2382","190","0","9","0","9"
"1500000US550250017041","Block Group 1, Census Tract 17.04, Dane County, Wisconsin","1887","273","431","203","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","14","25","0","9","5","10","14","29","10","14","31","47","316","194","41","40","1456","233"
"1500000US550250017042","Block Group 2, Census Tract 17.04, Dane County, Wisconsin","1809","236","286","129","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","9","14","6","14","0","9","108","95","163","76","1523","209"
"1500000US550250017051","Block Group 1, Census Tract 17.05, Dane County, Wisconsin","984","247","229","133","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","15","24","114","115","100","69","755","196"
"1500000US550250017052","Block Group 2, Census Tract 17.05, Dane County, Wisconsin","1586","323","544","193","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","247","194","297","111","1042","277"
"1500000US550250017053","Block Group 3, Census Tract 17.05, Dane County, Wisconsin","1788","426","702","278","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","469","266","233","112","1086","387"
"1500000US550250018021","Block Group 1, Census Tract 18.02, Dane County, Wisconsin","1544","173","280","122","6","10","5","11","5","11","0","9","8","13","5","11","0","9","0","9","10","15","10","16","11","15","0","9","0","9","27","36","57","44","136","101","1264","156"
"1500000US550250018022","Block Group 2, Census Tract 18.02, Dane County, Wisconsin","1571","196","345","115","0","9","0","9","0","9","0","9","8","12","9","13","0","9","0","9","0","9","0","9","0","9","8","14","0","9","0","9","152","72","168","74","1226","169"
"1500000US550250018041","Block Group 1, Census Tract 18.04, Dane County, Wisconsin","1526","256","266","112","0","9","0","9","0","9","30","39","0","9","0","9","30","38","0","9","0","9","0","9","0","9","0","9","0","9","0","9","109","77","97","48","1260","215"
"1500000US550250018042","Block Group 2, Census Tract 18.04, Dane County, Wisconsin","2063","287","522","158","0","9","30","29","10","15","22","23","0","9","7","12","0","9","11","16","13","20","0","9","0","9","35","37","11","18","10","15","256","148","117","51","1541","220"
"1500000US550250019001","Block Group 1, Census Tract 19, Dane County, Wisconsin","1107","202","212","92","12","19","0","9","14","21","15","26","17","26","0","9","16","26","0","9","25","39","0","9","0","9","12","20","0","9","26","37","42","56","33","38","895","158"
"1500000US550250019002","Block Group 2, Census Tract 19, Dane County, Wisconsin","1405","345","407","161","12","19","14","22","16","24","14","22","0","9","0","9","55","51","0","9","14","23","42","47","0","9","18","26","26","39","31","48","130","103","35","46","998","250"
"1500000US550250019003","Block Group 3, Census Tract 19, Dane County, Wisconsin","1545","327","298","140","0","9","0","9","0","9","0","9","0","9","13","23","0","9","0","9","0","9","0","9","37","57","0","9","0","9","0","9","52","39","196","127","1247","309"
"1500000US550250019004","Block Group 4, Census Tract 19, Dane County, Wisconsin","1025","220","233","117","0","9","0","9","0","9","0","9","0","9","0","9","0","9","22","34","0","9","0","9","0","9","0","9","0","9","0","9","50","48","161","99","792","195"
"1500000US550250019005","Block Group 5, Census Tract 19, Dane County, Wisconsin","1298","247","265","123","0","9","0","9","14","22","0","9","0","9","0","9","17","29","67","107","14","23","0","9","0","9","15","24","0","9","25","40","32","26","81","74","1033","207"
"1500000US550250020001","Block Group 1, Census Tract 20, Dane County, Wisconsin","897","182","162","90","0","9","4","6","0","9","17","26","3","7","5","7","14","19","14","25","0","9","4","8","4","8","9","16","0","9","6","7","34","23","48","66","735","143"
"1500000US550250020002","Block Group 2, Census Tract 20, Dane County, Wisconsin","1317","296","253","120","16","25","16","24","0","9","78","84","38","42","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","65","65","40","48","1064","252"
"1500000US550250020003","Block Group 3, Census Tract 20, Dane County, Wisconsin","1510","243","413","148","17","31","0","9","39","41","18","29","22","34","20","31","20","31","20","30","18","28","0","9","0","9","0","9","0","9","26","41","58","52","155","83","1097","179"
"1500000US550250020004","Block Group 4, Census Tract 20, Dane County, Wisconsin","2054","254","520","156","76","64","0","9","30","35","36","43","17","27","34","40","0","9","0","9","45","25","17","26","0","9","44","25","15","24","0","9","59","48","147","92","1534","211"
"1500000US550250021001","Block Group 1, Census Tract 21, Dane County, Wisconsin","1470","296","291","160","16","24","37","56","29","28","0","9","13","21","51","56","0","9","0","9","0","9","0","9","17","28","0","9","0","9","0","9","77","71","51","44","1179","252"
"1500000US550250021002","Block Group 2, Census Tract 21, Dane County, Wisconsin","1093","245","209","116","50","41","0","9","0","9","0","9","0","9","0","9","0","9","53","82","0","9","0","9","15","24","0","9","0","9","18","28","61","55","12","19","884","190"
"1500000US550250021003","Block Group 3, Census Tract 21, Dane County, Wisconsin","902","201","201","110","14","22","44","39","0","9","0","9","0","9","0","9","0","9","0","9","18","29","0","9","0","9","0","9","0","9","7","16","54","51","64","49","701","201"
"1500000US550250021004","Block Group 4, Census Tract 21, Dane County, Wisconsin","985","209","221","100","15","24","0","9","26","31","0","9","0","9","0","9","0","9","0","9","0","9","12","19","13","20","0","9","11","18","0","9","68","54","76","49","764","172"
"1500000US550250022001","Block Group 1, Census Tract 22, Dane County, Wisconsin","1041","228","285","121","10","23","0","9","11","19","0","9","0","9","28","43","0","9","0","9","0","9","19","35","0","9","20","28","5","12","18","23","155","118","19","31","756","145"
"1500000US550250022002","Block Group 2, Census Tract 22, Dane County, Wisconsin","1354","405","301","161","16","30","6","12","35","55","0","9","0","9","116","86","8","14","0","9","0","9","0","9","37","44","5","13","0","9","0","9","63","74","15","24","1053","272"
"1500000US550250022003","Block Group 3, Census Tract 22, Dane County, Wisconsin","1731","364","238","166","24","49","0","9","0","9","0","9","0","9","45","65","0","9","0","9","0","9","0","9","19","37","0","9","0","9","0","9","121","99","29","34","1493","285"
"1500000US550250023011","Block Group 1, Census Tract 23.01, Dane County, Wisconsin","1754","282","741","214","44","48","44","47","25","20","33","31","27","30","28","42","0","9","171","67","16","24","85","61","35","27","53","47","6","13","49","35","119","58","6","10","1013","154"
"1500000US550250023012","Block Group 2, Census Tract 23.01, Dane County, Wisconsin","1270","281","276","149","66","60","22","23","55","57","15","26","32","38","8","13","0","9","10","16","0","9","6","10","29","28","0","9","0","9","25","34","0","9","8","13","994","160"
"1500000US550250023021","Block Group 1, Census Tract 23.02, Dane County, Wisconsin","1602","200","230","102","28","30","37","34","0","9","0","9","0","9","4","6","12","19","2","5","22","28","13","19","0","9","0","9","41","29","7","8","55","47","9","16","1372","199"
"1500000US550250024011","Block Group 1, Census Tract 24.01, Dane County, Wisconsin","1300","135","257","113","16","19","0","9","16","18","0","9","0","9","8","12","14","17","8","12","25","25","25","23","63","47","50","41","5","9","0","9","27","23","0","9","1043","139"
"1500000US550250024012","Block Group 2, Census Tract 24.01, Dane County, Wisconsin","1028","154","157","72","11","17","17","19","11","17","11","18","17","19","0","9","0","9","0","9","8","12","10","15","0","9","0","9","42","33","0","9","30","33","0","9","871","121"
"1500000US550250024013","Block Group 3, Census Tract 24.01, Dane County, Wisconsin","955","164","193","80","19","21","17","21","14","21","9","14","29","44","10","17","16","19","16","19","0","9","8","12","16","19","0","9","0","9","0","9","39","31","0","9","762","134"
"1500000US550250024021","Block Group 1, Census Tract 24.02, Dane County, Wisconsin","2191","285","739","226","43","41","67","51","21","22","64","48","37","34","36","28","15","20","14","17","55","48","32","23","0","9","57","53","45","32","60","54","179","121","14","18","1452","183"
"1500000US550250024022","Block Group 2, Census Tract 24.02, Dane County, Wisconsin","1706","423","502","242","7","12","24","37","31","39","0","9","9","14","83","79","8","14","58","60","21","34","9","15","19","29","21","31","0","9","53","46","149","72","10","16","1204","266"
"1500000US550250025001","Block Group 1, Census Tract 25, Dane County, Wisconsin","828","166","193","76","0","9","15","24","0","9","4","7","14","16","14","23","15","22","50","66","20","24","0","9","8","14","0","9","0","9","0","9","47","37","6","12","635","124"
"1500000US550250025002","Block Group 2, Census Tract 25, Dane County, Wisconsin","926","181","247","107","19","29","23","30","0","9","35","36","6","9","22","24","0","9","22","27","13","16","0","9","0","9","6","9","0","9","0","9","74","68","27","23","679","146"
"1500000US550250026011","Block Group 1, Census Tract 26.01, Dane County, Wisconsin","1124","210","438","146","17","19","85","43","31","33","63","57","33","28","24","27","0","9","30","25","6","9","2","5","29","22","11","12","11","16","20","20","46","26","30","29","686","115"
"1500000US550250026012","Block Group 2, Census Tract 26.01, Dane County, Wisconsin","1013","210","311","132","7","11","36","30","23","22","13","15","42","31","22","24","16","18","0","9","17","25","0","9","0","9","48","42","15","26","6","10","20","16","46","62","702","128"
"1500000US550250026021","Block Group 1, Census Tract 26.02, Dane County, Wisconsin","1973","382","450","250","0","9","12","21","0","9","11","19","0","9","12","21","0","9","51","63","0","9","0","9","16","26","0","9","16","25","0","9","332","237","0","9","1523","319"
"1500000US550250026022","Block Group 2, Census Tract 26.02, Dane County, Wisconsin","1515","432","413","196","76","96","77","96","0","9","0","9","0","9","0","9","40","40","41","41","40","40","0","9","25","39","18","30","0","9","15","22","55","61","26","41","1102","275"
"1500000US550250026023","Block Group 3, Census Tract 26.02, Dane County, Wisconsin","1801","343","342","175","19","30","48","47","0","9","41","45","0","9","48","47","73","64","0","9","43","44","22","34","0","9","0","9","0","9","14","23","34","42","0","9","1459","266"
"1500000US550250026031","Block Group 1, Census Tract 26.03, Dane County, Wisconsin","3081","497","806","297","55","67","58","73","77","73","58","74","0","9","49","43","38","37","40","62","38","41","42","40","13","22","127","91","0","9","0","9","195","150","16","25","2275","327"
"1500000US550250026032","Block Group 2, Census Tract 26.03, Dane County, Wisconsin","2195","402","468","257","42","68","0","9","12","20","16","25","13","21","46","74","0","9","0","9","0","9","55","90","0","9","0","9","0","9","75","98","194","163","15","22","1727","303"
"1500000US550250027001","Block Group 1, Census Tract 27, Dane County, Wisconsin","953","251","243","115","12","18","9","14","8","14","41","47","47","67","31","35","0","9","10","16","0","9","0","9","10","15","0","9","6","10","26","38","35","26","8","13","710","162"
"1500000US550250027002","Block Group 2, Census Tract 27, Dane County, Wisconsin","1297","162","231","101","21","18","0","9","0","9","0","9","0","9","30","45","0","9","62","40","0","9","0","9","0","9","9","15","10","17","8","13","76","57","15","17","1066","128"
"1500000US550250027003","Block Group 3, Census Tract 27, Dane County, Wisconsin","979","182","85","60","0","9","0","9","0","9","0","9","0","9","0","9","0","9","0","9","39","44","0","9","0","9","0","9","8","12","7","13","31","29","0","9","894","147"
"1500000US550250028001","Block Group 1, Census Tract 28, Dane County, Wisconsin","1331","147","188","65","10","14","12","19","0","9","11","18","26","25","13","18","13","19","0","9","0","9","8","12","0","9","1","2","9","14","15","17","49","39","21","24","1143","139"
"1500000US550250028002","Block Group 2, Census Tract 28, Dane County, Wisconsin","924","158","189","71","14","21","7","10","7","10","0","9","27","36","20","18","12","17","9","16","13","18","24","27","0","9","37","37","0","9","0","9","19","25","0","9","735","148"
"1500000US550250029001","Block Group 1, Census Tract 29, Dane County, Wisconsin","647","150","172","91","12","19","0","9","11","17","0","9","11","17","20","24","10","17","0","9","11","18","21","22","11","18","0","9","29","28","9","15","27","30","0","9","475","101"
"1500000US550250029002","Block Group 2, Census Tract 29, Dane County, Wisconsin","1132","198","226","88","0","9","10","15","9","15","0","9","10","15","10","15","10","16","25","36","21","22","11","17","10","15","0","9","21","23","11","16","33","27","45","43","906","155"
"1500000US550250029003","Block Group 3, Census Tract 29, Dane County, Wisconsin","1354","188","309","142","22","23","11","19","21","22","11","17","0","9","10","16","30","43","0","9","44","30","13","19","41","47","7","12","0","9","0","9","99","106","0","9","1045","145"
"1500000US550250030011","Block Group 1, Census Tract 30.01, Dane County, Wisconsin","1100","214","261","113","0","9","29","33","0","9","0","9","15","24","58","55","8","12","9","14","0","9","35","30","0","9","13","20","13","19","9","15","64","42","8","12","839","125"
"1500000US550250030012","Block Group 2, Census Tract 30.01, Dane County, Wisconsin","876","150","139","75","23","24","23","26","11","17","16","18","12","17","0","9","0","9","8","13","8","13","9","14","8","12","0","9","0","9","0","9","8","13","13","21","737","145"
"1500000US550250030013","Block Group 3, Census Tract 30.01, Dane County, Wisconsin","1002","227","282","141","33","39","28","42","21","23","12","19","0","9","21","23","8","13","33","39","0","9","21","34","12","20","22","36","0","9","0","9","55","38","16","17","720","138"
"1500000US550250030014","Block Group 4, Census Tract 30.01, Dane County, Wisconsin","959","204","173","100","13","21","9","14","0","9","9","14","0","9","19","31","0","9","13","20","32","44","25","27","0","9","0","9","28","48","8","13","17","26","0","9","786","137"
"1500000US550250030015","Block Group 5, Census Tract 30.01, Dane County, Wisconsin","771","169","83","41","0","9","19","19","0","9","0","9","11","17","0","9","8","14","0","9","0","9","0","9","0","9","0","9","10","16","0","9","16","17","19","22","688","160"
"1500000US550250030021","Block Group 1, Census Tract 30.02, Dane County, Wisconsin","1844","322","647","189","11","18","22","24","28","38","10","15","49","52","24","23","34","27","0","9","21","24","10","16","35","27","0","9","16","22","69","57","266","125","52","55","1197","279"
"1500000US550250030022","Block Group 2, Census Tract 30.02, Dane County, Wisconsin","1752","287","357","110","30","44","12","18","11","18","11","17","22","26","11","17","13","19","9","14","9","14","35","29","27","27","37","29","11","17","43","37","57","47","19","22","1395","244"
"1500000US550250031001","Block Group 1, Census Tract 31, Dane County, Wisconsin","1031","235","130","111","0","9","22","33","21","34","0","9","0","9","13","20","0","9","0","9","34","37","0","9","22","34","0","9","18","29","0","9","0","9","0","9","901","164"
"1500000US550250031002","Block Group 2, Census Tract 31, Dane County, Wisconsin","911","223","164","104","0","9","12","19","0","9","0","9","0","9","26","42","33","40","26","30","13","21","14","23","11","18","0","9","0","9","0","9","29","32","0","9","747","177"
"1500000US550250031003","Block Group 3, Census Tract 31, Dane County, Wisconsin","2823","400","931","210","21","32","46","51","16","27","24","38","83","67","70","61","41","44","62","53","37","42","56","55","84","66","94","70","43","47","54","53","158","81","42","45","1892","320"
"1500000US550250031004","Block Group 4, Census Tract 31, Dane County, Wisconsin","1002","251","150","99","23","27","16","25","11","18","13","20","9","15","0","9","0","9","0","9","0","9","6","12","0","9","20","33","0","9","11","23","20","24","21","27","852","230"
"1500000US550250032001","Block Group 1, Census Tract 32, Dane County, Wisconsin","2666","216","1325","151","77","55","78","38","13","16","34","29","55","45","21","20","43","36","69","53","39","31","12","17","21","32","24","27","17","24","0","9","85","54","737","140","1341","196"
"1500000US550250101001","Block Group 1, Census Tract 101, Dane County, Wisconsin","1033","108","339","71","14","13","7","6","7","9","5","5","14","10","10","8","10","13","16","11","25","24","17","13","23","13","28","19","16","12","24","15","55","27","68","27","694","66"
"1500000US550250101002","Block Group 2, Census Tract 101, Dane County, Wisconsin","1117","86","243","46","17","12","11","10","20","16","20","12","7","5","10","8","8","7","7","6","18","11","17","9","8","7","20","12","10","7","8","6","33","23","29","16","874","66"
"1500000US550250102001","Block Group 1, Census Tract 102, Dane County, Wisconsin","1316","76","292","39","18","12","27","14","14","11","21","13","14","10","27","16","17","10","18","10","13","10","10","8","18","10","13","9","24","12","10","8","29","16","19","13","1024","58"
"1500000US550250103001","Block Group 1, Census Tract 103, Dane County, Wisconsin","1745","159","286","104","30","25","19","20","0","9","4","7","25","23","14","16","0","9","14","14","21","25","5","9","0","9","6","11","18","21","23","26","80","59","27","26","1459","128"
"1500000US550250103002","Block Group 2, Census Tract 103, Dane County, Wisconsin","1737","200","412","137","6","10","19","17","42","36","16","16","20","19","56","35","0","9","80","63","38","34","0","9","41","35","0","9","31","36","14","17","34","30","15","18","1325","121"
"1500000US550250104001","Block Group 1, Census Tract 104, Dane County, Wisconsin","1195","195","288","138","43","27","0","9","21","24","11","20","21","24","40","25","36","42","21","24","24","38","21","24","0","9","8","12","0","9","16","22","0","9","26","29","907","119"
"1500000US550250104002","Block Group 2, Census Tract 104, Dane County, Wisconsin","1072","173","168","75","17","21","11","14","10","15","16","18","0","9","0","9","8","13","0","9","0","9","0","9","0","9","15","19","28","27","10","12","33","33","20","26","904","136"
"1500000US550250104003","Block Group 3, Census Tract 104, Dane County, Wisconsin","1035","202","324","108","12","15","36","53","6","9","8","11","65","53","14","15","3","7","22","25","7","12","15","19","26","21","16","21","19","29","12","19","53","51","10","16","711","127"
"1500000US550250105011","Block Group 1, Census Tract 105.01, Dane County, Wisconsin","1672","250","501","123","60","38","32","29","27","39","55","39","24","26","22","21","36","27","45","35","25","23","55","49","15","15","8","9","26","25","27","22","20","20","24","22","1171","174"
"1500000US550250105012","Block Group 2, Census Tract 105.01, Dane County, Wisconsin","1629","251","384","143","19","21","30","21","58","57","0","9","41","38","24","21","19","21","0","9","0","9","31","23","0","9","28","26","0","9","55","62","61","65","18","17","1245","169"
"1500000US550250105021","Block Group 1, Census Tract 105.02, Dane County, Wisconsin","1497","307","342","143","27","30","30","28","0","9","19","23","0","9","17","27","0","9","0","9","0","9","17","27","52","49","38","42","0","9","60","52","48","44","34","40","1155","261"
"1500000US550250105022","Block Group 2, Census Tract 105.02, Dane County, Wisconsin","2224","361","497","244","111","68","25","30","35","34","36","34","44","61","24","28","85","71","0","9","0","9","11","17","34","53","15","23","0","9","15","24","62","70","0","9","1727","221"
"1500000US550250105023","Block Group 3, Census Tract 105.02, Dane County, Wisconsin","1213","254","319","154","0","9","0","9","20","30","73","48","13","21","18","29","20","31","12","20","0","9","20","31","0","9","12","20","53","48","18","28","15","24","45","43","894","180"
"1500000US550250105024","Block Group 4, Census Tract 105.02, Dane County, Wisconsin","3251","398","714","196","42","40","23","27","42","50","55","41","39","37","29","34","17","27","61","44","9","16","105","77","41","43","38","44","57","51","48","45","78","91","30","34","2537","356"
"1500000US550250106001","Block Group 1, Census Tract 106, Dane County, Wisconsin","1100","242","131","81","17","28","0","9","0","9","0","9","15","27","0","9","14","21","19","26","0","9","5","12","24","26","2","4","7","14","1","3","16","29","11","19","969","230"
