"geo_key","name","bndry_chg","acres","hu_10","pc_own_10","tot_pop_10","pc_un5_10","pc_un18_10","pc_ov64_10","pc_wht_10","pc_afrm_10","pc_asn_10","pc_othm_10","pc_hisp_10","hh_10","fam_10","pc_fmwc_10","pc_fhwc_10","du_cty","asst_unts","du_cmps","yrblt_mdn","prd_viol","avg_huval","sqft_val","avg_c_hval","sqft_c_val","avg_n_hval","sqft_n_val","crm_pers","crm_prop","crm_scty","crash","prmry_ems","prmry_fire","pc_vterm","pc_appr","pc_krdy","pc_nhsg","pc_clgg","pc_hmbl","pc_frlu","cc_prvdrs","cc_cpcty","cc_enrlmt","medhhinc","fam_pov","pc_unem","gds_svcs","pc_trst","trst_trps","pc_ownvh","avg_stcnd"
"151","Bram's Addition Neighborhood Association","No","105.2","505","21.1","1282","8.4","30.9","8.5","24.4","34.7","12.2","3.8","24.9","481","233","31","13","496","141","0","1965","23","143451","114.3","107750","88.2","132121.7","112.5","26","59","97","65",262,128,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",8,424,215,""N/A"",""N/A"",""N/A"","P,B,G","100","1632",""N/A"","5.9"
"146","Midvale Heights Community Association","No","857.2","1569","84.6","3479","5.6","20.1","18.3","83.6","2.9","5.6","2.6","5.3","1518","996","25","3.9","1630","1","0","1958","39","315728","165.2","145955.6","129.9","298539.4","168.7","5","59","34","81",212,111,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",9,529,388,"102450","8","3.7","P,B,G","94.1","3600","98.2","6.2"
"361","Truax Neighborhood Association","No","21.5","80","0","191","12.8","43.3","2.7","19.5","38.5","21.1","10.2","10.7","72","55","55.3","42.6","196","153","0","2014","0",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"","8","10","33","12",59,34,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",1,32,37,""N/A"",""N/A"",""N/A"","P,B","100","766",""N/A"","4.5"
"348","State-Langdon Neighborhood Association","No","151.6","3313","0.3","10144","0.2","0.3","0.2","78.9","2.4","11.8","2.6","4.3","3151","95","0.3","0.1","4313","0","2645","1973","55",""N/A"",""N/A"",""N/A"",""N/A"","373533.3","255.8","80","326","431","157",677,702,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",4,100,96,"15558","43","4.8","P,B,G","100","7076","43.3","7"
"149","Waunona Neighborhood Association","No","191.7","499","62.5","1027","6.4","20.8","14.5","71","11.4","5","2.6","10","466","266","22.9","7.6","355","12","0","1959","5","400184","187.4",""N/A"",""N/A"","316591.5","182.7","1","15","21","17",85,47,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",3,167,23,""N/A"",""N/A"",""N/A"","P,B","45.6","417",""N/A"","6.3"
"98","Brentwood Village Association","No","103.8","611","37","1128","8.2","20.7","14.9","63.2","20.3","2.4","4.6","9.5","559","257","22.4","12.5","568","19","0","1962","20","241197","127.8",""N/A"",""N/A"","238372.7","131.6","10","41","100","9",203,64,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",0,0,0,""N/A"",""N/A"",""N/A"","P,B,G","62.1","258",""N/A"","6.8"
"107","Hiestand Neighborhood Association","No","406","1473","25.8","3560","8.9","25.2","10.7","58.9","15.2","3.7","4.6","17.7","1422","826","32.3","15.1","1522","96","0","1979","61","219416","133.7","133564.3","104.7","222756","137.2","14","64","61","50",438,109,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",15,405,300,""N/A"",""N/A"",""N/A"","B,G","70.6","704",""N/A"","7.5"
"88","High Crossing Neighborhood Association","No","724.6","615","31.1","1020","5.8","14.8","11.9","75.5","12.3","5.9","2","4.3","542","190","15.2","7.3","1044","57","0","2003","1","312660","166.7","155533.1","127.1","149811.1","91.5","3","39","31","57",187,153,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",2,14,7,""N/A"",""N/A"",""N/A"","B","45.1","221",""N/A"","6.6"
"137","South Campus Property Owners Association","No","113.2","1528","0","4194","0","0.1","0.3","80.5","2.6","11.9","2.3","2.7","1448","28","0.1","0.1","1954","126","182","1992","6",""N/A"",""N/A"",""N/A"",""N/A"","346760","218.7","14","96","61","142",349,389,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",6,236,209,"17498","55","5.5","P,B","100","6146","41.3","7"
"156","Capitol View Neighborhood Association","No","122.2","153","47.5","388","11","29.5","5.9","40.5","14.5","26.7","2.4","15.8","149","77","28.8","5.6","150","0","0","1966","2","175668","135.2",""N/A"",""N/A"","174244.4","152","0","6","9","5",42,33,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",7,470,261,""N/A"",""N/A"",""N/A"","P,B","98.7","312",""N/A"","6.7"
"84","Cherokee Park Neighborhood Association","No","148.1","280","98.9","648","3.1","17.6","18","93.6","1.9","1.9","0.6","2","269","216","23","2.3","278","0","0","1977","1","334763","120.2",""N/A"",""N/A"","326406.3","115.7","0","6","0","0",49,11,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",1,28,12,""N/A"",""N/A"",""N/A"","None","91.4","20",""N/A"","6.2"
"143","Wexford Ridge Neighborhood","No","20.8","178","25.8","400","18.6","39.9","10.7","27.3","43.9","6.5","9","13.3","175","117","51.9","43.9","246","246","0","1976","0",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"","5","19","54","2",93,41,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",4,290,103,""N/A"",""N/A"",""N/A"","None","100","135",""N/A"","7.4"
"353","Twin Oaks Neighborhood Association","No","26.2","56","91","192","10","42.6","0.9","52.3","12.4","10","12","13.3","54","44","57.8","22.6","113","0","0","2005","2","232433","151.5","137735","123.6","202600","192.6","1","5","7","0",20,7,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",5,253,8,""N/A"",""N/A"",""N/A"","None","100","93",""N/A"","8"
"128","Walnut Grove Homeowners Association","No","152.3","398","87.5","981","5.5","21.3","15.4","80.7","3.4","9.4","1.8","4.6","390","298","28.6","5.1","351","0","0","1976","4","333504","126.2","116860.7","118.2","314839.4","121.1","0","2","3","12",81,28,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",8,428,176,""N/A"",""N/A"",""N/A"","None","46.4","487",""N/A"","7.2"
"86","Westchester Gardens Neighborhood Association","No","522.3","522","61.2","1302","7.2","24.8","4.2","65.7","8.3","3.9","2.6","19.6","501","315","31","8.9","526","0","0","1985","11","218622","136.2","116095","112.5","194281.8","139.5","15","110","87","74",209,110,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",7,242,138,""N/A"",""N/A"",""N/A"","P,B,G","78.7","1092",""N/A"","7"
"164","Westhaven Trails Homeowners Assoc","No","158.4","835","45.7","1956","10","26.5","2.8","66.2","13.3","4.9","4.4","11.3","801","466","33.3","10.3","832","0","0","1990","35","242614","138.5","146948.1","124.7","235124.1","143.3","2","32","22","12",92,35,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",3,72,78,""N/A"",""N/A"",""N/A"","None","76.3","313",""N/A"","6"
"109","Sprecher East Neighborhood Association","No","717.6","980","68.5","2233","8.7","23.6","6.1","86.4","4.4","3","2.8","3.4","942","594","31.1","5.7","1353","0","0","2003","17","283763","143.2","204641","137.6","266728.6","142.8","3","33","23","18",101,47,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",2,53,48,"83842","27","2.7","B","79.5","75","98.7","6.8"
"181","Monona Bay Neighborhood Association","No","85.4","653","9.5","1138","4.5","14.7","7.5","53.3","9.8","25.5","2.6","8.7","627","162","11.3","3.8","801","336","0","1976","3","332704","209.1",""N/A"",""N/A"","263111.1","210.6","6","54","52","74",408,212,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",4,100,96,"20461","15","16.4","P,B","96.8","2164","86.5","6.3"
"92","Lerdahl Park Neighborhood Association","No","196.8","454","65.4","925","7.5","16.6","16.4","80.4","8.2","2.5","4.5","4.5","419","263","20.5","7.4","475","20","0","1966","16","359007","156.3","162014.7","127.3","380921.1","172.6","8","19","19","8",133,39,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",6,103,96,""N/A"",""N/A"",""N/A"","None","69.3","258",""N/A"","5.9"
"126","Capitol Neighborhoods","No","456","8003","10.8","13845","0.7","1.4","5.2","82","5.8","5.2","2.7","4.3","7299","742","1.4","0.4","10405","484","65","1973","237","336289","202.1","457037.7","338.1","327060.2","191.8","170","649","1123","412",2279,1470,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",4,222,214,"44657","90","3","P,B,G","98.9","5528","72.4","6.5"
"1","City of Madison","No","51763.5","108672","49.3","232907","5.8","17.5","9.6","75.7","7.1","7.3","3.1","6.8","102359","47776","20.9","5.3","125548","6299","6962","1976","2326","297172","157.8","212057.4","172","316999.2","158.5","1353","8449","8088","4131",20852,10952,"91","84.4","76.5","6.3","53.2","4.9","47",276,11521,6582,"62906","3801","3.5","P,B,G","81.8","13010","88.9","6.5"
"354","Cardinal Glenn Neighborhood Association","No","489.6","90","86.9","178","9.2","22.5","2.5","79.2","3.4","9.6","2.8","5","72","55","34.6","6.2","496","0","0","2015","1","324600","184.7","230050","154.4","301837.9","155.8","0","13","3","55",10,8,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",4,321,257,""N/A"",""N/A"",""N/A"","None","0","0",""N/A"","7.8"
"136","Regent Neighborhood Association","No","519.7","2924","40.8","6421","3.4","12.6","6.3","85.3","1.2","8.5","2.4","2.6","2863","1019","15.6","2","3166","0","47","1936","38","503986","239.5","206973.1","183.6","387137.7","220.6","8","110","59","75",169,144,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",9,519,560,"58685","26","2","P,B,G","98.8","4308","86.2","6.3"
"167","Country Grove Neighborhood Association","No","130.9","321","96.5","917","6","31.9","5.6","84.7","1.7","6.8","2.2","4.7","319","262","44.8","2.3","305","0","0","1996","4","361622","130.6","207042.9","133","325133.3","145.1","0","4","0","2",43,20,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",4,194,81,""N/A"",""N/A"",""N/A"","None","33.1","150",""N/A"","6.7"
"176","Dudgeon-Monroe Neighborhood Association","No","309.3","1257","73.3","3181","4.7","18.5","9.2","90.8","1.6","2.6","2.2","2.7","1203","704","26.7","3.3","1503","0","351","1930","32","420272","243.6","259402.5","369.7","370389.6","241.7","2","32","11","58",113,95,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",5,104,139,"107494","32","0.8","P,B,G","99.8","1459","94.8","7.2"
"111","Eastmorland Community Association","No","718.7","1623","81.2","3166","6","16.3","14.1","89.6","2.6","1","2.4","4.4","1561","810","19.4","5","1796","155","0","1954","41","206905","171","309056.3","213.3","192784.9","164.8","16","273","109","71",300,124,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",9,553,372,"58041","96","2.6","P,B,G","96","3104","95.2","6.4"
"364","Elderberry Neighborhood Association","Yes","897.3","293","63.6","579","10.7","29.6","18","85.6","1.8","9.5","1.6","1.5","243","151","36","3.9","767","0","0","2013","10","488350","164.6","274952.3","161.5","442626","165.5","0","21","2","58",186,90,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",2,260,194,""N/A"",""N/A"",""N/A"","None","0","0",""N/A"","7.4"
"121","Elvehjem Neighborhood Association","No","700","1720","79.4","4165","6.3","21.9","15.2","81.8","6.1","2.5","3.6","6.1","1639","1171","27.3","5.6","1728","1","0","1969","25","226242","127.5","137100","124.5","211035.7","128.7","6","51","59","64",520,163,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",14,556,237,"82251","0","6.4","P,B,G","89.6","331","99","6.2"
"106","Emerson East Neighborhood Association","No","326.2","1058","54.8","2042","7.3","16.7","5.7","83.9","6.2","1","3.2","5.6","1013","419","19.5","5.6","1071","80","0","1926","24","233797","185.3",""N/A"",""N/A"","211192","179.4","12","92","85","147",276,165,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",7,210,114,""N/A"",""N/A"",""N/A"","B,G","100","2632",""N/A"","7.1"
"142","Faircrest Neighborhood Association","No","206.2","558","56.9","1191","3.5","19.5","15.7","80.2","2.5","10.6","2.9","3.8","543","317","25.2","3.7","558","0","0","1965","2","363413","139.3","172137.5","104.5","353050","141.4","0","18","11","5",301,99,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",6,310,132,""N/A"",""N/A"",""N/A"","P,B,G","72.4","578",""N/A"","7.9"
"175","Greystone","No","36.3","112","91.4","283","10.8","32.1","5","80.8","0","10.3","3.8","5","105","77","47.7","8.8","129","0","0","2004","0","365500","140","247220","156.7","441546.3","152","2","5","0","1",9,5,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",0,0,0,""N/A"",""N/A"",""N/A"","None","0","0",""N/A"","6.6"
"500","Dunn's Marsh Neighborhood Association","No","218.2","1032","27.6","2356","11.6","34.6","4.1","32.1","33.7","5.1","4.9","24.2","891","525","39.6","21.4","1036","207","0","1964","71","168392","139.9","45455.6","60.4","166935.5","132.7","25","89","139","46",255,108,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",9,460,138,""N/A"",""N/A"",""N/A"","B,G","95.6","705",""N/A"","5.9"
"130","Wisconsin Co-op Housing Association","No","74","156","96.5","355","1.9","21.2","16.2","91.9","0.4","2.9","3.3","1.4","152","104","28.3","5","177","0","0","1950","1","297991","177.3",""N/A"",""N/A"","260918.2","184.8","0","3","2","2",11,7,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",3,105,32,""N/A"",""N/A"",""N/A"","G","91","628",""N/A"","5.7"
"108","Worthington Park Neighborhood Association","No","47.7","288","22.8","701","11.5","38.6","2.5","30.7","47","9.2","3.6","9.5","247","156","45.8","30.1","281","52","0","1959","5","175700","161.1",""N/A"",""N/A"","165560","154.2","8","14","47","19",91,23,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",4,87,5,""N/A"",""N/A"",""N/A"","P","87.2","1183",""N/A"","4.8"
"352","Woodland Hills Neighborhood Association","No","94.5","363","71.1","682","4.8","14.8","11.9","81.8","2.1","7.4","2.6","6.1","351","172","19.2","5.6","373","1","0","1985","15","354877","143.6","177845.1","140.8","312420","143.3","0","5","1","17",54,23,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",3,111,60,""N/A"",""N/A"",""N/A"","None","79.4","352",""N/A"","6.6"
"172","Oakwood Village Association","No","29.8","100","25.7","119","0","0","97.9","98.3","0.2","0.8","0.5","0.3","86","16","0","0","627","30","0","1975","0",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"","0","4","3","2",246,53,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",3,149,114,""N/A"",""N/A"",""N/A"","P,B","0","516",""N/A"","7"
"110","North Star Neighborhood Association","No","554.2","1025","64.5","2230","9","22.3","21","81.7","6.8","3.9","3.7","4","921","518","27.5","5.2","2127","94","0","2008","26","295557","147.1","241870.5","161.4","244948.5","132.2","3","67","58","31",419,156,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",3,59,61,""N/A"",""N/A"",""N/A"","P,B,G","83.5","75",""N/A"","7.2"
"95","Mendota Hills Neighborhood Association","No","54.7","156","94.6","364","6.1","17.7","16.6","82.6","4.2","2.5","2.8","8","154","106","21.8","1.8","151","0","0","1959","8","224143","123.4",""N/A"",""N/A"","187966.7","133.5","0","4","6","4",32,8,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",3,20,4,""N/A"",""N/A"",""N/A"","B,G","86.8","258",""N/A"","5.5"
"93","Nobel Park Neighborhood Association","No","63.9","167","82.3","353","6.3","20.7","9.4","72.2","7.4","1.4","5.1","13.9","158","87","22.2","4.4","167","17","0","1955","9","174737","144.9",""N/A"",""N/A"","155793.8","149.7","2","8","13","18",111,42,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",6,103,96,""N/A"",""N/A"",""N/A"","B,G","99.4","484",""N/A"","6.8"
"87","North Lake Mendota Neighborhood Association","No","331.9","251","90.1","898","5.6","15.1","8.8","86.3","5.3","4.2","2.5","1.6","244","176","27.2","4.4","276","7","0","1992","7","293917","139.4",""N/A"",""N/A"","347030.8","161.5","0","13","2","8",108,53,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",1,8,7,""N/A"",""N/A"",""N/A"","None","54","258",""N/A"","6.9"
"155","Greentree Neighborhood Association","No","299.2","721","79","1841","5.8","22.7","15","76.7","10.9","3.3","3.4","5.7","697","539","29.7","7.8","717","0","0","1967","39","274005","116.6","143833.3","115.9","257152.8","118.4","2","25","17","29",202,139,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",13,497,250,""N/A"",""N/A"",""N/A"","P,B,G","96.5","651",""N/A"","6.3"
"112","Heritage Heights Community Association","No","412.3","850","94.6","2240","4.9","20.5","15.1","89.9","2.5","1.7","1.8","4","842","691","29","2.8","817","0","0","1975","8","247973","124.7",""N/A"",""N/A"","251683.9","120.6","3","35","11","22",115,43,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",11,131,94,""N/A"",""N/A"",""N/A"","P,B,G","89.2","236",""N/A"","6.6"
"103","Hawthorne Neighborhood Association","No","253.5","538","55.5","1090","5.6","20.5","8.4","66","10.6","3.8","4.8","14.8","505","252","21.7","8.7","529","4","0","1955","27","167676","141","101250","108.2","157478.4","139.9","6","58","63","72",164,95,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",5,243,189,""N/A"",""N/A"",""N/A"","P,B,G","54.1","1277",""N/A"","5.5"
"161","Arbor Hills Neighborhood Association","No","209.4","469","77.7","1101","4.8","20.2","18.3","75.8","12","2.7","4.1","5.3","447","315","24.7","6.1","463","0","0","1970","52","315004","117.3","142237.5","117","293190","107.3","3","19","12","7",106,36,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",6,198,125,""N/A"",""N/A"",""N/A"","B","96.1","471",""N/A"","5.8"
"94","Berkley Oaks Neighborhood Association","No","128.1","655","31.3","1399","8.6","27.1","10.6","48.8","21.1","15.9","4.9","9.4","626","297","24.8","12.8","722","243","0","1964","14","177007","129","68121.4","76","165455.3","130.8","15","68","104","73",356,139,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",5,186,130,""N/A"",""N/A"",""N/A"","P,B,G","100","504",""N/A"","6.3"
"148","Bay Creek Neighborhood Association","No","368.2","1316","44.9","2401","4.8","14.8","11.1","83.6","5","2.7","4.2","4.6","1266","494","15.7","3.2","1583","226","0","1952","38","302968","197",""N/A"",""N/A"","256162.1","198.1","9","105","75","96",302,119,""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",""suppressed"",5,282,215,"59752","44","1","P,B,G","94.9","1391","87.7","5.8"
