,GEOID10,geometry
2,550250014031,"POLYGON ((-89.44960335212262 43.0222602776164, -89.44958335204082 43.02228627763949, -89.44947035135095 43.02250827778461, -89.44941835091885 43.02264827785881, -89.44901634790608 43.02362327841374, -89.44893134726395 43.02383127853191, -89.44838634302903 43.02520527930155, -89.44834234269631 43.0253132793634, -89.44777634243336 43.02537527989532, -89.44691134198311 43.02548628071222, -89.44509734114672 43.0256842824208, -89.44164033947405 43.02609128569309, -89.44105233927834 43.02613128624417, -89.44067933921816 43.02613528658884, -89.44030233918136 43.02613128693531, -89.43998033920536 43.02610928722679, -89.43970433924719 43.02608328747488, -89.43900533943071 43.0259912880965, -89.43879833953484 43.02594728827639, -89.43851733969767 43.02588028851867, -89.4382453398466 43.02581828875372, -89.43791334011239 43.02571428903338, -89.43750134048315 43.02557128937649, -89.43694834104538 43.02535728983059, -89.43542634252739 43.02478829107982, -89.43333434458533 43.02399429278044, -89.43238134550043 43.02363829355153, -89.43136634605038 43.02340229440922, -89.43103034613161 43.02335829470221, -89.43060934615058 43.02333129507706, -89.43016434606035 43.02334029548384, -89.42994734597643 43.02335829568612, -89.42944234572529 43.02341929616246, -89.42909934548295 43.02348529649329, -89.42882934528924 43.02353829675415, -89.42837834488861 43.02365329719795, -89.42784834432243 43.02382129772979, -89.42745834376802 43.02399229813576, -89.42706134323373 43.02415629854666, -89.42658634240934 43.0244162990583, -89.4261833416339 43.02466329950128, -89.42589434099143 43.02487029982865, -89.42564734038143 43.02506830011531, -89.42543733977395 43.0252673003688, -89.42519033903689 43.02550930066989, -89.42487233800614 43.02584930106716, -89.42415933565646 43.02662630196615, -89.42399533585923 43.02654930209354, -89.4238723359713 43.02650530219331, -89.42369033607866 43.02646030234718, -89.4235933360866 43.02645330243451, -89.42361933685008 43.02619130232794, -89.42365933719763 43.0260733022539, -89.4237263375023 43.02597130216009, -89.42397933840037 43.02567330183372, -89.42436333965365 43.02525930135166, -89.42456934034379 43.02503130109183, -89.42476434104454 43.02479930084128, -89.42486634156725 43.02462430069379, -89.42492134201679 43.02447230059653, -89.42495434252153 43.02430030051324, -89.4249723431958 43.02406930042548, -89.4249933443388 43.02367730028533, -89.4250173455172 43.02327330013883, -89.42504834644951 43.02295430001227, -89.42507234680204 43.02283429995352, -89.4251143470176 43.02276229989328, -89.42516234724282 43.02268729982671, -89.42527034760492 43.02256829969235, -89.42538634785191 43.02248929956316, -89.425427347922 43.02246729951933, -89.42549134803333 43.02243229945073, -89.42560234814583 43.02239929934028, -89.42568034820978 43.02238129926426, -89.42577934827105 43.0223652991699, -89.42591234833448 43.02235029904512, -89.42603834837651 43.02234229892881, -89.4267073485137 43.02232929832031, -89.42704834854975 43.02233429801365, -89.42856634884826 43.02230929663452, -89.42937234907058 43.02227429589616, -89.42969034936124 43.02219129558508, -89.42993534971458 43.022083295333, -89.43028935062461 43.02179129493062, -89.43040235108204 43.02164129478631, -89.4304863517055 43.02143329465182, -89.43050535190511 43.02136629461578, -89.43055735246219 43.02117929451619, -89.43065635351712 43.02082529432738, -89.43079335517764 43.02026729404748, -89.43065835521493 43.02024729416253, -89.43051935522222 43.02023729428396, -89.43038035515607 43.02025229441245, -89.43026535506735 43.02027629452207, -89.43016935496701 43.02030529461614, -89.43003935477034 43.02036529474949, -89.42963335428975 43.02050729515339, -89.42937235409914 43.02055829540171, -89.42921235410031 43.02054929554237, -89.42864735433037 43.02044029601645, -89.42809435468742 43.02028829646657, -89.42789735491922 43.02019829661614, -89.42775535526481 43.02007229670578, -89.42765935558837 43.01995629675717, -89.42761235574737 43.01989929678222, -89.42749335623063 43.01972729683732, -89.42740535659314 43.01959829687741, -89.42727435731061 43.01934529691871, -89.42725535739801 43.01931429692638, -89.4270173584885 43.01892729702229, -89.42675735958605 43.01853629713564, -89.426512360551 43.01819129724864, -89.42632836133897 43.01791029732637, -89.42620036197285 43.01768529737119, -89.42612336269687 43.01743229736234, -89.42611936320904 43.01725629731246, -89.42617836390706 43.01702029718901, -89.42625536437525 43.01686429707411, -89.42638036484331 43.01671129691812, -89.42674836580103 43.01640529650334, -89.42693436618437 43.01628529630447, -89.42699236635526 43.01623029623725, -89.42710336664371 43.01613829611262, -89.42712236681642 43.01608029607868, -89.42714936719493 43.01595229601686, -89.42713636772679 43.01576929597356, -89.42852436803733 43.01574929475616, -89.42857836805007 43.01574829470874, -89.43189536879987 43.01569829179988, -89.43270836899788 43.01568129108585, -89.4338103691955 43.01568229012464, -89.43486336941675 43.01567228920331, -89.43565736960574 43.01565728850672, -89.43920637037137 43.01561728540102, -89.4400993705342 43.01561728462217, -89.4418713709441 43.01558828307002, -89.44219737103055 43.01557928278368, -89.4433923712847 43.01556728173897, -89.44409837142263 43.01556428112274, -89.44530637168536 43.01555028006646, -89.44557837174108 43.01554827982889, -89.44724637207298 43.0155392783728, -89.44781537218603 43.01553627787614, -89.45003937268656 43.01550527593134, -89.45118437296591 43.01548227492903, -89.45178537308807 43.0154782744045, -89.45223137317885 43.01547527401527, -89.45534537395707 43.01540727129008, -89.45534337317605 43.01566227133421, -89.45534937249444 43.01588527136605, -89.45533837097095 43.0163822714583, -89.45530236831047 43.01724927163414, -89.45527236610128 43.01796927178047, -89.45522136501826 43.01832027188407, -89.45508536407117 43.01862227205498, -89.45486336317754 43.01890227229892, -89.4545893624411 43.01912827258049, -89.45426536177351 43.01932927290285, -89.45349136029481 43.0197722736689, -89.45233035812741 43.02042227482139, -89.45197935746302 43.02062227517185, -89.45055635477324 43.02143427659961, -89.45016735399132 43.02167227699487, -89.44984035308619 43.02195427734353, -89.44960335212262 43.0222602776164))"
7,550250020003,"POLYGON ((-89.33432716906643 43.08994843144922, -89.33428916932125 43.08984743142145, -89.33499016853131 43.09011443076104, -89.33522516843919 43.09013343048778, -89.33552116829836 43.09016743015088, -89.33573916822172 43.09018142989465, -89.33590816814224 43.09020042970192, -89.3361921679617 43.09025142939181, -89.33641716774572 43.09032142916747, -89.33659016756187 43.09038242900006, -89.33682816737507 43.09043942875015, -89.33706016724109 43.09047542849231, -89.33718616721156 43.09047742833959, -89.33731016728598 43.09043742815906, -89.33757916752958 43.09031742774371, -89.3377991674646 43.09032642748116, -89.33797416736881 43.0903514272851, -89.33818216728632 43.0903684270429, -89.33843816724882 43.09036342672624, -89.33890216738857 43.09027042609249, -89.33932416753193 43.0901794255119, -89.3400301678861 43.08998142450901, -89.34025216798719 43.08992342419693, -89.34049116805288 43.08987842387339, -89.34079816811305 43.08983042346485, -89.34108716814207 43.08979642308825, -89.341446168205 43.08974342261301, -89.34156416820478 43.08973442246274, -89.34178816817182 43.08973042218666, -89.34215916809578 43.08973242173543, -89.34249516796913 43.08975742134289, -89.3430741677858 43.08978642065654, -89.34333016773171 43.08978842034553, -89.34350016773406 43.08977442012841, -89.34358016782613 43.08973142000109, -89.34368316783389 43.08972041986782, -89.34371016782121 43.08972341983696, -89.34384316775325 43.08974041968642, -89.343988167658 43.08976741952812, -89.34407316762919 43.08977241942785, -89.34427616765531 43.08974641916227, -89.34436716764789 43.08974241904849, -89.34447616757696 43.08976241892923, -89.34462316751875 43.0897744187581, -89.34479916750755 43.08976541853717, -89.34510816755102 43.08972441813211, -89.34532716756172 43.0897034178506, -89.34577216774247 43.08959741723562, -89.34618916793154 43.08949041665453, -89.34650516809499 43.08940141620911, -89.34655816810002 43.08939541614047, -89.34693416813928 43.08935141565263, -89.34704016816697 43.08933241551068, -89.34719016829705 43.08926941528551, -89.34730216836897 43.08923241512419, -89.3474891683739 43.08921641488573, -89.34766716839819 43.08919341465355, -89.34811116853363 43.08910641405473, -89.34824516859915 43.08907041386756, -89.34840816872988 43.08900641362645, -89.34850416887835 43.08894041346558, -89.34862016893983 43.08890741330248, -89.34866016896011 43.08889641324649, -89.34884216901941 43.08885941300053, -89.34923316924939 43.08873941244538, -89.34936816933791 43.08869441225144, -89.34975516963502 43.08854841168456, -89.34978616869103 43.08891941189239, -89.3498711669172 43.08961441224859, -89.34995616502891 43.09035441263398, -89.3505911649889 43.0903214118357, -89.35105516494937 43.09030141125522, -89.35101416252614 43.09126041193436, -89.35100716140197 43.09170441223419, -89.35097716049292 43.09206541250791, -89.35100215996306 43.09227241261291, -89.3510041599221 43.09228841262095, -89.35108415944175 43.09247141264235, -89.35127015888867 43.09267441254595, -89.35138615864655 43.09276041245908, -89.35146215850395 43.09281041239797, -89.35079315828011 43.09295341331777, -89.35004115805431 43.09310441434631, -89.3495081579582 43.09318641505939, -89.34880915771555 43.09334041602612, -89.34852415763658 43.09339541641537, -89.34829015755209 43.09344841674032, -89.34760115734447 43.09358841768699, -89.34712215717637 43.09369541835219, -89.34700515713321 43.09372241851533, -89.34660915698332 43.0938154190688, -89.34622815687834 43.09388941959112, -89.34596415684658 43.09392441994214, -89.34586115685846 43.09392842007256, -89.34505015707856 43.09390942106497, -89.34459915720447 43.09389742161581, -89.34352615746498 43.09388442293689, -89.34206915783929 43.0938584247247, -89.34175715792297 43.0938514251065, -89.34164915793346 43.09385642524385, -89.34154615794289 43.093861425375, -89.3410571580815 43.09384742597123, -89.34100815811925 43.09383642602423, -89.34089515821776 43.09380642614317, -89.34086415825911 43.09379242617172, -89.34009515924303 43.09346142689051, -89.3400351593102 43.0934394269492, -89.33975115967473 43.09331642721344, -89.3386371610877 43.09283942825071, -89.33777916213435 43.09248742905726, -89.33693416322704 43.09211442982981, -89.33642416389208 43.09188643029256, -89.33591616446947 43.0916934307772, -89.33579716459914 43.09165043089221, -89.33417516627064 43.0911014324822, -89.33403516641354 43.09105443261932, -89.33409216662272 43.09096443248325, -89.33419916710389 43.09075943220145, -89.33424916750084 43.09059343201827, -89.33422016785693 43.0904504319487, -89.33432316884172 43.09004043152166, -89.33432716906643 43.08994843144922))"
8,550250021002,"POLYGON ((-89.34428213396102 43.10321742841624, -89.34434713400918 43.10319142831496, -89.34513213462482 43.10286442708414, -89.34613813537725 43.10246142552125, -89.34654313569327 43.10229442488991, -89.34701413611394 43.10207942414245, -89.34717013628314 43.10199642388716, -89.34722713636936 43.10195642378739, -89.34742413667436 43.10181542344088, -89.34764113704513 43.10164642305031, -89.34772413718544 43.10158242290144, -89.34777913730764 43.10152842279504, -89.34793813766581 43.10137042248633, -89.34828213862356 43.10095642177102, -89.34886514030899 43.10023142054619, -89.34890214003487 43.10033642056912, -89.34911613912124 43.10067742052409, -89.34942313743825 43.10131342055568, -89.34969313597254 43.10186642057774, -89.34978413547917 43.10205242058461, -89.34988813491148 43.10226642059321, -89.34996813447621 43.10243042059928, -89.35005613399825 43.10261042060554, -89.35021513312221 43.10294042061962, -89.35033913247247 43.10318442062147, -89.35073313032811 43.10399042064564, -89.3508221298181 43.1041824206572, -89.35096212905358 43.10446942066523, -89.35102312875595 43.10458042065937, -89.35120512772092 43.10496942067945, -89.3512401275264 43.10504242068205, -89.35124812739743 43.10509242070445, -89.35125212656952 43.10541842091275, -89.35124612607149 43.10561542104951, -89.35125112378491 43.106516421633, -89.35124412300311 43.10682542184443, -89.35094812307774 43.10682842223127, -89.35061112318655 43.10682242266552, -89.35015812331741 43.1068204232532, -89.34910212361828 43.10681742462424, -89.34746712409749 43.10680742674335, -89.34640712440689 43.10680142811746, -89.34587112456575 43.10679742881161, -89.34535612469618 43.10680242948457, -89.34526412471671 43.10680442960555, -89.34500112479974 43.10680042994476, -89.34461212495279 43.10678243043816, -89.34414212509576 43.10677743104574, -89.34345012531776 43.10676543193706, -89.34304212539601 43.10677943247715, -89.34293612544039 43.10677343261078, -89.34284312548117 43.10676743272752, -89.34270212554023 43.10675943290525, -89.34204512573247 43.10675543375653, -89.34183212579403 43.10675443403271, -89.34171612581875 43.1067574341856, -89.34168212583066 43.10675643422909, -89.34137112593433 43.10674943462845, -89.341231126003 43.10673743480202, -89.34122812742817 43.10616443440377, -89.34123712837776 43.10578143412331, -89.34121512851301 43.1057294341153, -89.34118512861811 43.10569043412679, -89.34080212934569 43.10543943444607, -89.34134013040588 43.10495443340991, -89.34162813095303 43.10470343286228, -89.34178813125871 43.10456343255795, -89.34182813145213 43.10448143244904, -89.34192913194305 43.10427343217353, -89.34249313262355 43.10394043121522, -89.34284413294513 43.10377443064834, -89.34318513317513 43.10364643012118, -89.34403113376368 43.10332242881066, -89.34428213396102 43.10321742841624))"
9,550250021004,"POLYGON ((-89.36409214075832 43.09862740026499, -89.36408514038283 43.09877240036003, -89.36408414023741 43.09882840039459, -89.36406213688741 43.10011840118948, -89.36404013494476 43.10086740166288, -89.36401413194999 43.10202140238246, -89.36401013055183 43.10255940270763, -89.36400712959296 43.102928402931, -89.3640071293251 43.10303140299228, -89.36399112847364 43.10336040320855, -89.36395912579313 43.10439440386502, -89.36394112401928 43.10507840429536, -89.36391012090743 43.10627840504987, -89.36389811954305 43.10680440537863, -89.36349011961997 43.10681840591746, -89.36287611979309 43.10681740671519, -89.36233611994562 43.10681640741669, -89.36227811995916 43.10681740749271, -89.36113412025099 43.10682740898623, -89.35931212072873 43.10683841136209, -89.35781012114087 43.10684041331639, -89.35618412160798 43.1068344154269, -89.35537012182643 43.10683741648725, -89.35473212200624 43.1068364173162, -89.35480812237083 43.10668541712103, -89.35497112297975 43.10642941674604, -89.35507712331597 43.10628641651734, -89.35528812388689 43.10604041608711, -89.35546012428225 43.10586741575424, -89.35559812457205 43.10573941549422, -89.3576531284742 43.10400241174752, -89.35788212892524 43.10380341132868, -89.35808312936607 43.10361141095062, -89.35820512969416 43.10347141070673, -89.35796113022813 43.10328841090608, -89.35578213476377 43.10173741272055, -89.35690413664308 43.10089441075883, -89.35725213726778 43.10061741014247, -89.35638513907256 43.09999641085286, -89.35600913982461 43.09973841116653, -89.35549414091605 43.09936041157903, -89.35528014133047 43.09921841175949, -89.35475114241484 43.09884341218905, -89.35459814271671 43.09873941231579, -89.35404614382944 43.09835441276554, -89.35375314447181 43.09812941299018, -89.35371514453929 43.09810641302324, -89.3534431450334 43.09793741325686, -89.35292414607804 43.0975744136752, -89.35275214643576 43.09744941381039, -89.35255214683278 43.09731141397212, -89.35410914948234 43.09613241126098, -89.35487715077682 43.09555840993486, -89.35582815242229 43.09483340828946, -89.35659415374769 43.09425140697009, -89.35701915450575 43.09392040623479, -89.35716315468555 43.09383840600486, -89.35790915605888 43.09324240470873, -89.35897315785269 43.09245940290877, -89.35930715837425 43.09223040235572, -89.36050016025652 43.09140740038308, -89.36127016151755 43.09086039910516, -89.36197216273645 43.09033639792825, -89.36210216252202 43.09040939781335, -89.362242162347 43.09046639767649, -89.3623721619872 43.09059539759518, -89.36290616089646 43.09097539716956, -89.36319816049854 43.09110639689004, -89.36346416012101 43.09123139663848, -89.3635841599594 43.09128439652287, -89.36352215874541 43.09175639688083, -89.36340615588544 43.09286639768696, -89.36335315438218 43.09344939810102, -89.36339515444347 43.09342239803292, -89.36355215463134 43.09333739778791, -89.36361315472509 43.09329639768799, -89.3636531542801 43.09346439773874, -89.36364315376504 43.09366339786985, -89.36359815282866 43.09402739814283, -89.36347915006118 43.09510239893262, -89.36345714936196 43.09537339912194, -89.36342814803051 43.09588839946587, -89.36343114788177 43.09594539949619, -89.36346814724222 43.09618839959514, -89.36349514700494 43.09627739961455, -89.36358214640853 43.09649939963825, -89.36359814631916 43.09653239963792, -89.36368314585553 43.0967033996335, -89.36381314525413 43.09692339960172, -89.36387614492519 43.09704439959479, -89.36394614460235 43.09716239957722, -89.36396214451548 43.09719439957619, -89.36398814429886 43.09727539959176, -89.36400914413281 43.09733739960227, -89.36410214299035 43.09776839974172, -89.36411214219986 43.09807139990924, -89.36411514205348 43.09812739993875, -89.36411714196197 43.09816239995705, -89.36409214075832 43.09862740026499))"
10,550250021003,"POLYGON ((-89.34988813491148 43.10226642059321, -89.34978413547917 43.10205242058461, -89.34969313597254 43.10186642057774, -89.34942313743825 43.10131342055568, -89.34911613912124 43.10067742052409, -89.34890214003487 43.10033642056912, -89.34886514030899 43.10023142054619, -89.34912114103439 43.09991942001383, -89.34918614115752 43.09986441989486, -89.34936214148878 43.09971641957356, -89.34959214187806 43.09954041916556, -89.35032614312142 43.09897941786651, -89.35106614444359 43.09838841654408, -89.35193414587503 43.09774441503022, -89.35255214683278 43.09731141397212, -89.35275214643576 43.09744941381039, -89.35292414607804 43.0975744136752, -89.3534431450334 43.09793741325686, -89.35371514453929 43.09810641302324, -89.35375314447181 43.09812941299018, -89.35404614382944 43.09835441276554, -89.35459814271671 43.09873941231579, -89.35475114241484 43.09884341218905, -89.35528014133047 43.09921841175949, -89.35549414091605 43.09936041157903, -89.35600913982461 43.09973841116653, -89.35638513907256 43.09999641085286, -89.35725213726778 43.10061741014247, -89.35690413664308 43.10089441075883, -89.35578213476377 43.10173741272055, -89.35796113022813 43.10328841090608, -89.35820512969416 43.10347141070673, -89.35808312936607 43.10361141095062, -89.35788212892524 43.10380341132868, -89.3576531284742 43.10400241174752, -89.35559812457205 43.10573941549422, -89.35546012428225 43.10586741575424, -89.35528812388689 43.10604041608711, -89.35507712331597 43.10628641651734, -89.35497112297975 43.10642941674604, -89.35480812237083 43.10668541712103, -89.35473212200624 43.1068364173162, -89.35367812231434 43.10683041868285, -89.35248712265025 43.10682842023017, -89.35124412300311 43.10682542184443, -89.35125112378491 43.106516421633, -89.35124612607149 43.10561542104951, -89.35125212656952 43.10541842091275, -89.35124812739743 43.10509242070445, -89.3512401275264 43.10504242068205, -89.35120512772092 43.10496942067945, -89.35102312875595 43.10458042065937, -89.35096212905358 43.10446942066523, -89.3508221298181 43.1041824206572, -89.35073313032811 43.10399042064564, -89.35033913247247 43.10318442062147, -89.35021513312221 43.10294042061962, -89.35005613399825 43.10261042060554, -89.34996813447621 43.10243042059928, -89.34988813491148 43.10226642059321))"
11,550250022002,"POLYGON ((-89.35635508255051 43.12206042480967, -89.35560008283105 43.12205542584218, -89.35541608293209 43.12204142608567, -89.35526008262435 43.12218342638997, -89.3550350815518 43.12263442698603, -89.35501508261939 43.12221942674912, -89.35501108416166 43.12161642637042, -89.35500908492637 43.12131742618264, -89.35502308758159 43.12027642550027, -89.35502708955805 43.11950242500173, -89.35503809158584 43.11870742448034, -89.35504809263277 43.11829642420499, -89.35501709554856 43.11715942352257, -89.35488009767322 43.11634542318821, -89.35488209782839 43.11628442314662, -89.35485909799172 43.11622342313863, -89.35476809945412 43.11566242290289, -89.35464010137215 43.11492742260505, -89.35458710203497 43.11467442251428, -89.35450410318707 43.11423342234323, -89.35441910453595 43.11371542212522, -89.35436710546837 43.1133564219647, -89.35501010427714 43.11374442135615, -89.35525010383142 43.11388942112852, -89.35530810373398 43.11392042107089, -89.35543910351134 43.11399142094129, -89.35561310325204 43.11407142075994, -89.35574410307524 43.11412442061874, -89.35587210294284 43.11416042047072, -89.35599310284331 43.1141844203244, -89.35622110271773 43.11420542003333, -89.35642110270854 43.11418441975312, -89.35700410249676 43.11419541898184, -89.3574341023639 43.11419441840723, -89.35762710230568 43.11419341814899, -89.35813510213542 43.11419741747338, -89.35914010179057 43.11420841613867, -89.35960610162832 43.11421441552029, -89.36029110140736 43.1142164146071, -89.36143710104116 43.11421841307848, -89.36189110089553 43.11421941247302, -89.36257110065019 43.11423141157248, -89.36365310026764 43.11424741013755, -89.36378710023581 43.11424340995627, -89.36377609798032 43.11511241048889, -89.36377909790136 43.11514241050274, -89.3637740971985 43.11541341067095, -89.36375809461204 43.11641041128671, -89.36375509297538 43.1170404116663, -89.36374209118874 43.11772941209458, -89.36372608810876 43.11891641282394, -89.36371108623985 43.11963741327423, -89.36369408421318 43.12041941376374, -89.36368508308573 43.12085441403547, -89.36367808204854 43.12125441428361, -89.36365807964378 43.12218241486458, -89.36278708002583 43.12215441604305, -89.36186508038946 43.12214041729975, -89.36163408049217 43.12213241761186, -89.36132108063174 43.12212141803463, -89.36077608082775 43.12212041878178, -89.359541081297 43.12210842046884, -89.35913808145033 43.12210442101928, -89.35675208240205 43.12206342426698, -89.35635508255051 43.12206042480967))"
12,550250022001,"POLYGON ((-89.35621606839962 43.12760442850131, -89.35615206860594 43.12753342854592, -89.35596006946527 43.12722642861999, -89.35575907055772 43.12682942864903, -89.35546007212106 43.12626242870581, -89.35528107351526 43.12574342862487, -89.35515507448243 43.12538342857076, -89.35515507452331 43.12536742856057, -89.35512107697166 43.12441442800103, -89.35509907812214 43.12396742774683, -89.35505408048445 43.12304942722425, -89.3550350815518 43.12263442698603, -89.35526008262435 43.12218342638997, -89.35541608293209 43.12204142608567, -89.35560008283105 43.12205542584218, -89.35635508255051 43.12206042480967, -89.35675208240205 43.12206342426698, -89.35913808145033 43.12210442101928, -89.359541081297 43.12210842046884, -89.36077608082775 43.12212041878178, -89.36132108063174 43.12212141803463, -89.36163408049217 43.12213241761186, -89.36186508038946 43.12214041729975, -89.36278708002583 43.12215441604305, -89.36365807964378 43.12218241486458, -89.36363707706283 43.12317841548767, -89.36362507470233 43.12408841604721, -89.36360707245068 43.1249574165907, -89.3635840702556 43.12580541712872, -89.36358006941258 43.12613041732829, -89.36357606810704 43.12663341763412, -89.36356006567057 43.1275734182176, -89.36354606520823 43.12775341834465, -89.36351006150927 43.12918241924847, -89.36349705778866 43.13061642012329, -89.35901906377052 43.12898542543729, -89.35751606576063 43.12843842720579, -89.35691706666688 43.12817542788018, -89.3568740667604 43.12814542792155, -89.35652406750778 43.12790642826108, -89.35634506798647 43.12774642841059, -89.35621606839962 43.12760442850131))"
13,550250022003,"POLYGON ((-89.37421306994302 43.12442640160726, -89.37464806868468 43.12484040123134, -89.37453706854781 43.12490740142161, -89.37436406838349 43.12499340170822, -89.37427606834702 43.12501940184436, -89.37418606834049 43.12503440197727, -89.37403506837774 43.12504140219035, -89.37396706840818 43.12503940228348, -89.37381806853482 43.12501240247513, -89.3736860687187 43.12496140263001, -89.37360006888557 43.12491040272111, -89.37356206897641 43.12488140275779, -89.37305607040945 43.12441040319838, -89.37279907104852 43.1242044034397, -89.37266007131349 43.12412340358687, -89.37251207152083 43.12406540375914, -89.37236807169757 43.12401840393191, -89.37229707179745 43.12399040401439, -89.37227107185711 43.12397140403972, -89.37224907193647 43.12394440405507, -89.37224407200434 43.12391940404807, -89.3722700724705 43.12373940391208, -89.37226707263541 43.12367740388173, -89.37222807281601 43.12361440390048, -89.37193007365548 43.12333740415693, -89.37168807431559 43.12312040436908, -89.37155907466813 43.12300440448178, -89.3711800742005 43.12323340513187, -89.37084807333727 43.12360640579906, -89.37092007180892 43.12417640602037, -89.37118407005654 43.12480440600807, -89.37137706807826 43.12552740614596, -89.3711510675902 43.12574440658148, -89.36829906762135 43.12613841076947, -89.36829006760637 43.12614541078602, -89.36811006762147 43.12616541104789, -89.36798706766238 43.12616741122014, -89.36783306773592 43.1261614114309, -89.36720206798842 43.12615541230512, -89.36599506846485 43.12614641397876, -89.36482506893252 43.12613541559963, -89.36358006941258 43.12613041732829, -89.3635840702556 43.12580541712872, -89.36360707245068 43.1249574165907, -89.36362507470233 43.12408841604721, -89.36363707706283 43.12317841548767, -89.36365807964378 43.12218241486458, -89.36367808204854 43.12125441428361, -89.36368508308573 43.12085441403547, -89.36369408421318 43.12041941376374, -89.36371108623985 43.11963741327423, -89.36372608810876 43.11891641282394, -89.36374209118874 43.11772941209458, -89.36375509297538 43.1170404116663, -89.36375809461204 43.11641041128671, -89.3637740971985 43.11541341067095, -89.36377909790136 43.11514241050274, -89.36377609798032 43.11511241048889, -89.36378710023581 43.11424340995627, -89.36379510247673 43.11338040943131, -89.36379910410285 43.11275440905295, -89.36379910710281 43.11160040836528, -89.36380910944989 43.11069640781341, -89.36382110983108 43.11054840770941, -89.36382711096019 43.11011340744234, -89.36384511160745 43.10986240726914, -89.36384311175102 43.10980740723901, -89.36953908541679 43.11919140509222, -89.37012508278595 43.12011540481944, -89.37047108138424 43.12060240462292, -89.37081108010415 43.12104340440713, -89.37109407908777 43.12139140421574, -89.37168007716109 43.12204340377814, -89.37211507583666 43.12248640342816, -89.37331707243986 43.12360740239485, -89.37421306994302 43.12442640160726))"
